Quantity,Sales,Customer Name,Month-Year,Month,Year,Order ID,Product Category,Order_ID,Customer_ID
18,650,Ryan Cole,01-07-2015,7,01-01-2015,376939-7-2015,Accessories,376939-7-2015,1747
0,0,Alexander Baker,01-11-2017,11,01-01-2017,773306-11-2017,Health,773306-11-2017,1761
0,0,April Cunningham,01-10-2019,10,01-01-2019,710916-10-2019,Departmental,710916-10-2019,1751
61,971,Lucia Rogers,01-07-2015,7,01-01-2015,553645-7-2015,Accessories,553645-7-2015,1685
0,0,Martin Bennett,01-10-2016,10,01-01-2016,588305-10-2016,Books,588305-10-2016,2043
0,0,Kelsey Riley,01-11-2019,11,01-01-2019,759852-11-2019,Travel,759852-11-2019,1639
0,0,Ned Bennett,01-03-2018,3,01-01-2018,874405-3-2018,Apparel,874405-3-2018,1859
0,0,Sydney Wilson,01-04-2017,4,01-01-2017,394008-4-2017,Travel,394008-4-2017,1505
0,0,Sawyer Andrews,01-02-2016,2,01-01-2016,739817-2-2016,Departmental,739817-2-2016,2114
0,0,Max Tucker,01-10-2016,10,01-01-2016,663862-10-2016,Travel,663862-10-2016,2166
0,0,Arthur Morrison,01-04-2016,4,01-01-2016,160275-4-2016,Accessories,160275-4-2016,2013
0,0,Edgar Thomas,01-06-2016,6,01-01-2016,667796-6-2016,Books,667796-6-2016,2165
0,0,Reid Murphy,01-03-2016,3,01-01-2016,247078-3-2016,Accessories,247078-3-2016,2152
0,0,Walter Turner,01-06-2018,6,01-01-2018,453534-6-2018,Health,453534-6-2018,1622
40,164,Alexia Russell,01-09-2015,9,01-01-2015,205280-9-2015,Health,205280-9-2015,2101
0,0,Steven Walker,01-05-2016,5,01-01-2016,789462-5-2016,Health,789462-5-2016,1694
0,0,Sydney Wilson,01-09-2018,9,01-01-2018,247347-9-2018,Health,247347-9-2018,1505
0,0,Grace Phillips,01-05-2018,5,01-01-2018,319806-5-2018,Travel,319806-5-2018,1774
0,0,Annabella Wright,01-08-2019,8,01-01-2019,167653-8-2019,Accessories,167653-8-2019,1510
0,0,Tara Miller,01-08-2016,8,01-01-2016,510695-8-2016,Accessories,510695-8-2016,2150
0,0,Lydia Rogers,01-01-2018,1,01-01-2018,291462-1-2018,Dining,291462-1-2018,1644
0,0,Kirsten Scott,01-02-2019,2,01-01-2019,315152-2-2019,Apparel,315152-2-2019,1693
0,0,Tyler Turner,01-07-2019,7,01-01-2019,301185-7-2019,Health,301185-7-2019,1557
0,0,Amanda Williams,01-09-2016,9,01-01-2016,480505-9-2016,Departmental,480505-9-2016,1903
0,0,Derek Evans,01-09-2018,9,01-01-2018,837704-9-2018,Accessories,837704-9-2018,2162
86,638,Carina Johnson,01-02-2015,2,01-01-2015,145476-2-2015,Departmental,145476-2-2015,1717
0,0,Alan Gray,01-05-2017,5,01-01-2017,786118-5-2017,Health,786118-5-2017,2220
0,0,Sam Hall,01-08-2017,8,01-01-2017,783462-8-2017,Departmental,783462-8-2017,1756
0,0,Naomi Holmes,01-10-2017,10,01-01-2017,904008-10-2017,Travel,904008-10-2017,1547
0,0,Paul Cunningham,01-07-2018,7,01-01-2018,745266-7-2018,Dining,745266-7-2018,1920
0,0,Lily Spencer,01-06-2018,6,01-01-2018,603280-6-2018,Dining,603280-6-2018,1692
93,414,Agata Ross,01-12-2015,12,01-01-2015,670587-12-2015,Travel,670587-12-2015,1531
0,0,Cooper Robert,01-10-2016,10,01-01-2016,807629-10-2016,Apparel,807629-10-2016,2113
0,0,Penelope Bailey,01-03-2017,3,01-01-2017,848504-3-2017,Health,848504-3-2017,1929
0,0,Nicole Kelley,01-02-2019,2,01-01-2019,212204-2-2019,Health,212204-2-2019,1926
0,0,Kelvin Phillips,01-05-2018,5,01-01-2018,156706-5-2018,Travel,156706-5-2018,2096
0,0,Dexter Armstrong,01-01-2019,1,01-01-2019,523978-1-2019,Departmental,523978-1-2019,1936
0,0,Brad Barnes,01-07-2017,7,01-01-2017,394769-7-2017,Apparel,394769-7-2017,2184
50,187,Edgar Johnson,01-04-2015,4,01-01-2015,199046-4-2015,Travel,199046-4-2015,1832
0,0,Richard Bailey,01-08-2019,8,01-01-2019,113614-8-2019,Dining,113614-8-2019,1618
0,0,Richard Cunningham,01-09-2019,9,01-01-2019,648955-9-2019,Travel,648955-9-2019,1642
25,167,Kristian Morris,01-10-2015,10,01-01-2015,479565-10-2015,Apparel,479565-10-2015,1679
0,0,Oscar Cole,01-11-2017,11,01-01-2017,459659-11-2017,Departmental,459659-11-2017,1582
0,0,Kevin Alexander,01-05-2016,5,01-01-2016,867877-5-2016,Dining,867877-5-2016,1677
0,0,Camila Morgan,01-02-2016,2,01-01-2016,286001-2-2016,Departmental,286001-2-2016,1785
0,0,Kelvin Johnson,01-11-2016,11,01-01-2016,147563-11-2016,Departmental,147563-11-2016,2137
0,0,Charlie Mason,01-03-2016,3,01-01-2016,917164-3-2016,Departmental,917164-3-2016,2218
0,0,Alberta Howard,01-11-2019,11,01-01-2019,314244-11-2019,Apparel,314244-11-2019,2067
0,0,Preston Johnson,01-01-2017,1,01-01-2017,767301-1-2017,Travel,767301-1-2017,2109
0,0,Alexander Adams,01-08-2019,8,01-01-2019,264780-8-2019,Accessories,264780-8-2019,1600
0,0,Leonardo Owens,01-07-2016,7,01-01-2016,436222-7-2016,Books,436222-7-2016,1828
0,0,Adrian Spencer,01-04-2019,4,01-01-2019,132999-4-2019,Apparel,132999-4-2019,1602
0,0,Roman Riley,01-10-2018,10,01-01-2018,663729-10-2018,Apparel,663729-10-2018,1746
0,0,Lana Spencer,01-06-2019,6,01-01-2019,561590-6-2019,Accessories,561590-6-2019,1597
0,0,Ryan Gibson,01-10-2019,10,01-01-2019,903203-10-2019,Books,903203-10-2019,1823
0,0,Tess Campbell,01-10-2017,10,01-01-2017,694113-10-2017,Travel,694113-10-2017,2075
32,871,Amanda Williams,01-02-2015,2,01-01-2015,290349-2-2015,Books,290349-2-2015,1903
0,0,Nicole Anderson,01-11-2017,11,01-01-2017,840187-11-2017,Accessories,840187-11-2017,1879
0,0,Kristian Bennett,01-12-2019,12,01-01-2019,420124-12-2019,Books,420124-12-2019,1729
0,0,Heather Harper,01-08-2017,8,01-01-2017,580820-8-2017,Health,580820-8-2017,1753
0,0,Kevin Campbell,01-08-2017,8,01-01-2017,259212-8-2017,Health,259212-8-2017,1716
0,0,Frederick Myers,01-12-2016,12,01-01-2016,348179-12-2016,Apparel,348179-12-2016,1668
0,0,Ryan Mason,01-05-2016,5,01-01-2016,761104-5-2016,Health,761104-5-2016,1943
0,0,Kelvin Owens,01-08-2018,8,01-01-2018,866787-8-2018,Health,866787-8-2018,1908
0,0,Amelia Riley,01-12-2017,12,01-01-2017,434666-12-2017,Dining,434666-12-2017,1849
0,0,Eric Clark,01-06-2018,6,01-01-2018,905202-6-2018,Travel,905202-6-2018,2217
41,923,Belinda Adams,01-08-2015,8,01-01-2015,297489-8-2015,Books,297489-8-2015,1933
0,0,Carina Johnson,01-09-2016,9,01-01-2016,318849-9-2016,Accessories,318849-9-2016,1717
0,0,Mary Foster,01-09-2018,9,01-01-2018,842493-9-2018,Books,842493-9-2018,1817
34,345,Eric Clark,01-05-2015,5,01-01-2015,549913-5-2015,Travel,549913-5-2015,2217
0,0,Steven Tucker,01-02-2016,2,01-01-2016,873936-2-2016,Accessories,873936-2-2016,1947
0,0,Honey Cunningham,01-06-2018,6,01-01-2018,583643-6-2018,Dining,583643-6-2018,1870
0,0,Alan Bennett,01-07-2016,7,01-01-2016,712755-7-2016,Dining,712755-7-2016,2082
67,746,Caroline Edwards,01-05-2015,5,01-01-2015,394942-5-2015,Health,394942-5-2015,1568
0,0,Henry Henderson,01-06-2018,6,01-01-2018,599330-6-2018,Health,599330-6-2018,1706
0,0,Miley Hall,01-07-2017,7,01-01-2017,600976-7-2017,Departmental,600976-7-2017,2178
0,0,Hailey Robinson,01-04-2019,4,01-01-2019,532051-4-2019,Dining,532051-4-2019,1744
0,0,Heather Tucker,01-02-2016,2,01-01-2016,751760-2-2016,Health,751760-2-2016,1572
49,260,Luke Anderson,01-11-2015,11,01-01-2015,947012-11-2015,Books,947012-11-2015,1541
0,0,Ryan Brown,01-08-2016,8,01-01-2016,331098-8-2016,Apparel,331098-8-2016,1624
0,0,Joyce Hall,01-06-2018,6,01-01-2018,791524-6-2018,Apparel,791524-6-2018,1855
0,0,Steven Bennett,01-01-2016,1,01-01-2016,173414-1-2016,Dining,173414-1-2016,1689
0,0,Alberta Douglas,01-05-2016,5,01-01-2016,851341-5-2016,Departmental,851341-5-2016,2035
0,0,Naomi Turner,01-04-2017,4,01-01-2017,801808-4-2017,Health,801808-4-2017,2017
0,0,Dominik Adams,01-07-2016,7,01-01-2016,402778-7-2016,Departmental,402778-7-2016,2026
0,0,Hailey Montgomery,01-10-2016,10,01-01-2016,890489-10-2016,Departmental,890489-10-2016,1610
0,0,Melissa Grant,01-02-2016,2,01-01-2016,978337-2-2016,Departmental,978337-2-2016,2183
0,0,Daryl Williams,01-08-2016,8,01-01-2016,132428-8-2016,Accessories,132428-8-2016,1954
0,0,Alissa Myers,01-05-2019,5,01-01-2019,364283-5-2019,Apparel,364283-5-2019,1564
32,446,Alexander Baker,01-11-2015,11,01-01-2015,983727-11-2015,Health,983727-11-2015,1761
0,0,Lydia Davis,01-06-2019,6,01-01-2019,844690-6-2019,Travel,844690-6-2019,1708
0,0,Victor Campbell,01-05-2019,5,01-01-2019,669967-5-2019,Health,669967-5-2019,1652
0,0,Sofia Kelly,01-12-2019,12,01-01-2019,280218-12-2019,Health,280218-12-2019,1851
0,0,Edwin Gibson,01-07-2016,7,01-01-2016,858093-7-2016,Accessories,858093-7-2016,1662
0,0,Reid Harris,01-08-2019,8,01-01-2019,414487-8-2019,Travel,414487-8-2019,1962
0,0,Alen Taylor,01-03-2019,3,01-01-2019,999362-3-2019,Travel,999362-3-2019,1755
0,0,Ryan Mason,01-04-2017,4,01-01-2017,249097-4-2017,Travel,249097-4-2017,1943
0,0,Honey Cunningham,01-01-2017,1,01-01-2017,200383-1-2017,Books,200383-1-2017,1870
0,0,Carina Johnson,01-02-2016,2,01-01-2016,258112-2-2016,Apparel,258112-2-2016,1717
0,0,Arthur Edwards,01-02-2019,2,01-01-2019,148230-2-2019,Health,148230-2-2019,2209
0,0,Mary Montgomery,01-12-2019,12,01-01-2019,770616-12-2019,Apparel,770616-12-2019,1931
52,364,Oliver Robinson,01-01-2015,1,01-01-2015,711474-1-2015,Health,711474-1-2015,1741
0,0,Julia Clark,01-05-2019,5,01-01-2019,609428-5-2019,Travel,609428-5-2019,1982
0,0,Mary Montgomery,01-06-2019,6,01-01-2019,537635-6-2019,Departmental,537635-6-2019,1931
0,0,Myra Hunt,01-10-2019,10,01-01-2019,159425-10-2019,Health,159425-10-2019,1518
39,765,Elian Higgins,01-01-2015,1,01-01-2015,810208-1-2015,Travel,810208-1-2015,1847
0,0,Roman Stewart,01-03-2018,3,01-01-2018,837469-3-2018,Departmental,837469-3-2018,1906
0,0,Cooper Robert,01-03-2017,3,01-01-2017,871430-3-2017,Apparel,871430-3-2017,2148
0,0,Reid Carroll,01-12-2019,12,01-01-2019,941229-12-2019,Books,941229-12-2019,1956
0,0,Kelsey Wilson,01-02-2018,2,01-01-2018,840469-2-2018,Travel,840469-2-2018,2034
0,0,Eric Owens,01-01-2019,1,01-01-2019,518891-1-2019,Travel,518891-1-2019,1512
75,768,Chelsea Moore,01-10-2015,10,01-01-2015,729903-10-2015,Books,729903-10-2015,2079
0,0,Myra Crawford,01-10-2016,10,01-01-2016,605545-10-2016,Dining,605545-10-2016,1629
0,0,Mary Foster,01-08-2016,8,01-01-2016,505787-8-2016,Accessories,505787-8-2016,1817
0,0,Kelvin Thomas,01-06-2016,6,01-01-2016,271591-6-2016,Apparel,271591-6-2016,1649
84,726,Caroline Brown,01-06-2015,6,01-01-2015,497506-6-2015,Departmental,497506-6-2015,1700
0,0,Sam Ryan,01-04-2019,4,01-01-2019,625880-4-2019,Health,625880-4-2019,2108
0,0,Haris Casey,01-04-2017,4,01-01-2017,760204-4-2017,Health,760204-4-2017,1853
0,0,Fenton Martin,01-05-2016,5,01-01-2016,978606-5-2016,Accessories,978606-5-2016,1521
33,993,Roland Ellis,01-03-2015,3,01-01-2015,845483-3-2015,Apparel,845483-3-2015,1856
0,0,Paige Richards,01-12-2019,12,01-01-2019,758266-12-2019,Health,758266-12-2019,1598
0,0,Ryan Brown,01-02-2018,2,01-01-2018,575295-2-2018,Books,575295-2-2018,1624
0,0,Albert Fowler,01-11-2016,11,01-01-2016,779022-11-2016,Travel,779022-11-2016,1941
0,0,Frederick Baker,01-06-2016,6,01-01-2016,121332-6-2016,Books,121332-6-2016,1571
0,0,Kelsey Wilson,01-09-2019,9,01-01-2019,144683-9-2019,Dining,144683-9-2019,2034
84,698,Alexander Wilson,01-12-2015,12,01-01-2015,884808-12-2015,Health,884808-12-2015,2084
0,0,Fenton Martin,01-03-2017,3,01-01-2017,380251-3-2017,Departmental,380251-3-2017,1521
0,0,Jared Jones,01-02-2019,2,01-01-2019,105505-2-2019,Health,105505-2-2019,1714
0,0,Mike Cunningham,01-02-2016,2,01-01-2016,902203-2-2016,Health,902203-2-2016,2040
44,338,Joyce Hall,01-02-2015,2,01-01-2015,127190-2-2015,Travel,127190-2-2015,1855
0,0,Alan Bennett,01-01-2019,1,01-01-2019,481283-1-2019,Travel,481283-1-2019,2082
0,0,Adrianna Campbell,01-04-2018,4,01-01-2018,412917-4-2018,Accessories,412917-4-2018,2072
34,932,Caroline Edwards,01-02-2015,2,01-01-2015,686771-2-2015,Departmental,686771-2-2015,1568
0,0,Miller Ellis,01-08-2019,8,01-01-2019,188207-8-2019,Travel,188207-8-2019,1984
0,0,Lucas Turner,01-08-2018,8,01-01-2018,979782-8-2018,Health,979782-8-2018,1636
0,0,Freddie Richards,01-01-2019,1,01-01-2019,573596-1-2019,Accessories,573596-1-2019,1938
0,0,Sofia Montgomery,01-03-2016,3,01-01-2016,628600-3-2016,Accessories,628600-3-2016,1953
0,0,Jordan Howard,01-09-2017,9,01-01-2017,913223-9-2017,Health,913223-9-2017,1578
0,0,Lucy Riley,01-09-2018,9,01-01-2018,884438-9-2018,Dining,884438-9-2018,1945
48,558,Jared Phillips,01-08-2015,8,01-01-2015,848465-8-2015,Health,848465-8-2015,1797
0,0,Sienna Harper,01-02-2016,2,01-01-2016,677606-2-2016,Dining,677606-2-2016,2037
0,0,Eric Fowler,01-10-2018,10,01-01-2018,746211-10-2018,Books,746211-10-2018,2042
0,0,Vivian Kelley,01-10-2018,10,01-01-2018,220829-10-2018,Apparel,220829-10-2018,2212
0,0,Lily Allen,01-04-2017,4,01-01-2017,514218-4-2017,Accessories,514218-4-2017,1964
0,0,Savana Johnston,01-01-2016,1,01-01-2016,823736-1-2016,Dining,823736-1-2016,2093
0,0,Kevin Campbell,01-02-2018,2,01-01-2018,305625-2-2018,Accessories,305625-2-2018,1716
0,0,Aiden Stevens,01-11-2016,11,01-01-2016,249887-11-2016,Health,249887-11-2016,1577
0,0,James Payne,01-03-2019,3,01-01-2019,513652-3-2019,Apparel,513652-3-2019,1611
0,0,Fenton Martin,01-05-2017,5,01-01-2017,191918-5-2017,Dining,191918-5-2017,1521
0,0,Max Barnes,01-01-2017,1,01-01-2017,891908-1-2017,Accessories,891908-1-2017,1641
0,0,Sarah Barrett,01-06-2017,6,01-01-2017,511985-6-2017,Accessories,511985-6-2017,1837
34,825,Steven Walker,01-05-2015,5,01-01-2015,767835-5-2015,Travel,767835-5-2015,1694
0,0,Emily Nelson,01-10-2017,10,01-01-2017,529630-10-2017,Health,529630-10-2017,1728
0,0,Stella Russell,01-04-2016,4,01-01-2016,316478-4-2016,Dining,316478-4-2016,2016
0,0,Alan Richards,01-10-2019,10,01-01-2019,130183-10-2019,Departmental,130183-10-2019,1768
0,0,Eric Owens,01-05-2019,5,01-01-2019,754028-5-2019,Apparel,754028-5-2019,1512
0,0,Leonardo Richardson,01-05-2019,5,01-01-2019,518199-5-2019,Dining,518199-5-2019,1664
11,797,Cooper Robert,01-07-2015,7,01-01-2015,144756-7-2015,Accessories,144756-7-2015,2148
29,135,Abigail Ferguson,01-10-2015,10,01-01-2015,120367-10-2015,Dining,120367-10-2015,2100
0,0,Patrick Holmes,01-10-2016,10,01-01-2016,226124-10-2016,Departmental,226124-10-2016,1682
0,0,Alan Bennett,01-04-2016,4,01-01-2016,169820-4-2016,Dining,169820-4-2016,2082
0,0,Carina Barrett,01-09-2018,9,01-01-2018,783881-9-2018,Books,783881-9-2018,1824
36,285,Adele Morris,01-04-2015,4,01-01-2015,152016-4-2015,Health,152016-4-2015,1506
40,298,Deanna Andrews,01-12-2015,12,01-01-2015,498677-12-2015,Departmental,498677-12-2015,1675
0,0,Antony Hunt,01-11-2018,11,01-01-2018,846976-11-2018,Accessories,846976-11-2018,2033
0,0,Lydia Tucker,01-08-2018,8,01-01-2018,381687-8-2018,Accessories,381687-8-2018,1989
0,0,Brianna Spencer,01-12-2018,12,01-01-2018,744428-12-2018,Apparel,744428-12-2018,1957
0,0,Amelia Ellis,01-04-2016,4,01-01-2016,282338-4-2016,Departmental,282338-4-2016,1793
0,0,Kate Stewart,01-09-2016,9,01-01-2016,352061-9-2016,Travel,352061-9-2016,1881
72,200,Ned Turner,01-11-2015,11,01-01-2015,724105-11-2015,Travel,724105-11-2015,1780
0,0,Sabrina Farrell,01-06-2016,6,01-01-2016,995842-6-2016,Books,995842-6-2016,1723
0,0,Alissa Myers,01-06-2018,6,01-01-2018,180425-6-2018,Health,180425-6-2018,1564
0,0,Abigail Armstrong,01-04-2018,4,01-01-2018,249013-4-2018,Dining,249013-4-2018,1623
0,0,Miley Hall,01-11-2016,11,01-01-2016,934761-11-2016,Apparel,934761-11-2016,2178
0,0,Nicole Anderson,01-09-2018,9,01-01-2018,861247-9-2018,Travel,861247-9-2018,1879
0,0,Edith Foster,01-06-2016,6,01-01-2016,718639-6-2016,Accessories,718639-6-2016,1749
0,0,Oliver Robinson,01-08-2019,8,01-01-2019,326882-8-2019,Books,326882-8-2019,1741
0,0,Miranda Johnston,01-10-2017,10,01-01-2017,613260-10-2017,Dining,613260-10-2017,1991
0,0,Roland Ellis,01-09-2016,9,01-01-2016,147061-9-2016,Departmental,147061-9-2016,1515
0,0,Arthur Armstrong,01-07-2017,7,01-01-2017,247936-7-2017,Departmental,247936-7-2017,1604
0,0,Fiona Hill,01-08-2018,8,01-01-2018,741711-8-2018,Apparel,741711-8-2018,1540
0,0,Mary Foster,01-08-2018,8,01-01-2018,233258-8-2018,Books,233258-8-2018,1788
0,0,Naomi Turner,01-02-2017,2,01-01-2017,827905-2-2017,Apparel,827905-2-2017,2017
0,0,Cadie Allen,01-05-2019,5,01-01-2019,521900-5-2019,Dining,521900-5-2019,1567
0,0,Spike Adams,01-02-2019,2,01-01-2019,904405-2-2019,Dining,904405-2-2019,2112
0,0,Joyce Hall,01-11-2018,11,01-01-2018,311561-11-2018,Health,311561-11-2018,1855
0,0,Aston Kelly,01-04-2017,4,01-01-2017,531956-4-2017,Travel,531956-4-2017,1944
0,0,Edith Ross,01-07-2016,7,01-01-2016,252975-7-2016,Departmental,252975-7-2016,1819
0,0,Edwin Mitchell,01-05-2019,5,01-01-2019,164366-5-2019,Dining,164366-5-2019,1792
0,0,Blake Myers,01-09-2019,9,01-01-2019,396744-9-2019,Travel,396744-9-2019,1861
0,0,Arthur Cameron,01-09-2016,9,01-01-2016,467319-9-2016,Dining,467319-9-2016,1796
11,180,Ned Hall,01-04-2015,4,01-01-2015,573765-4-2015,Accessories,573765-4-2015,2045
0,0,Alen Edwards,01-08-2018,8,01-01-2018,288740-8-2018,Departmental,288740-8-2018,1759
0,0,Max Martin,01-01-2019,1,01-01-2019,223266-1-2019,Apparel,223266-1-2019,1877
0,0,Rebecca Holmes,01-07-2016,7,01-01-2016,583610-7-2016,Health,583610-7-2016,1978
84,294,Freddie Cooper,01-06-2015,6,01-01-2015,373456-6-2015,Apparel,373456-6-2015,2077
0,0,Sydney Morgan,01-02-2016,2,01-01-2016,177455-2-2016,Travel,177455-2-2016,1871
0,0,Maddie Edwards,01-12-2016,12,01-01-2016,827836-12-2016,Apparel,827836-12-2016,1795
0,0,Maya Brooks,01-12-2017,12,01-01-2017,374734-12-2017,Dining,374734-12-2017,1913
0,0,Leonardo Bailey,01-04-2016,4,01-01-2016,338829-4-2016,Departmental,338829-4-2016,1721
0,0,Lenny Clark,01-05-2019,5,01-01-2019,156657-5-2019,Departmental,156657-5-2019,1655
0,0,Kelvin Phillips,01-08-2017,8,01-01-2017,936420-8-2017,Accessories,936420-8-2017,2096
0,0,Sabrina Evans,01-03-2017,3,01-01-2017,115901-3-2017,Apparel,115901-3-2017,1561
0,0,Adrian Cole,01-02-2019,2,01-01-2019,235396-2-2019,Health,235396-2-2019,2130
0,0,Savana Johnston,01-07-2016,7,01-01-2016,534386-7-2016,Departmental,534386-7-2016,2093
0,0,April Fowler,01-03-2019,3,01-01-2019,163437-3-2019,Travel,163437-3-2019,2099
0,0,Frederick Morgan,01-06-2017,6,01-01-2017,265084-6-2017,Dining,265084-6-2017,2176
68,778,Oscar Ferguson,01-11-2015,11,01-01-2015,446989-11-2015,Health,446989-11-2015,2056
0,0,Alan Alexander,01-05-2017,5,01-01-2017,303902-5-2017,Dining,303902-5-2017,2116
0,0,Hailey Morrison,01-10-2018,10,01-01-2018,333133-10-2018,Health,333133-10-2018,2012
0,0,Julian Casey,01-12-2017,12,01-01-2017,427144-12-2017,Departmental,427144-12-2017,1860
48,348,Sabrina Phillips,01-05-2015,5,01-01-2015,823315-5-2015,Accessories,823315-5-2015,1543
0,0,Mary Spencer,01-12-2016,12,01-01-2016,546059-12-2016,Health,546059-12-2016,2055
0,0,Adrianna Richardson,01-09-2017,9,01-01-2017,207461-9-2017,Health,207461-9-2017,2090
0,0,Kate Stewart,01-04-2017,4,01-01-2017,540065-4-2017,Travel,540065-4-2017,1881
85,936,Brooke Spencer,01-05-2015,5,01-01-2015,873043-5-2015,Apparel,873043-5-2015,1891
0,0,Dominik Thomas,01-06-2019,6,01-01-2019,663340-6-2019,Apparel,663340-6-2019,1918
0,0,Abraham Dixon,01-10-2016,10,01-01-2016,627101-10-2016,Accessories,627101-10-2016,1794
0,0,Lydia Tucker,01-10-2018,10,01-01-2018,455324-10-2018,Health,455324-10-2018,1989
70,475,Tess Casey,01-09-2015,9,01-01-2015,514847-9-2015,Accessories,514847-9-2015,1897
0,0,Isabella Warren,01-07-2016,7,01-01-2016,821127-7-2016,Travel,821127-7-2016,2181
0,0,David Armstrong,01-03-2019,3,01-01-2019,663818-3-2019,Books,663818-3-2019,1833
0,0,Marcus Stevens,01-11-2018,11,01-01-2018,655819-11-2018,Apparel,655819-11-2018,1770
0,0,Lucy Jones,01-10-2018,10,01-01-2018,280686-10-2018,Travel,280686-10-2018,1872
0,0,Blake Myers,01-06-2018,6,01-01-2018,473193-6-2018,Travel,473193-6-2018,1861
0,0,Ashton West,01-04-2016,4,01-01-2016,862992-4-2016,Departmental,862992-4-2016,1526
76,150,Chester Allen,01-05-2015,5,01-01-2015,230930-5-2015,Apparel,230930-5-2015,1637
0,0,Abraham Grant,01-11-2016,11,01-01-2016,419329-11-2016,Travel,419329-11-2016,1732
0,0,Lucy Jones,01-06-2018,6,01-01-2018,916726-6-2018,Health,916726-6-2018,1872
0,0,Freddie Richards,01-12-2017,12,01-01-2017,933949-12-2017,Accessories,933949-12-2017,1938
0,0,Carl Adams,01-11-2016,11,01-01-2016,247296-11-2016,Books,247296-11-2016,1922
0,0,Sofia Adams,01-09-2018,9,01-01-2018,354820-9-2018,Books,354820-9-2018,1934
0,0,Miller Ted,01-10-2019,10,01-01-2019,960969-10-2019,Departmental,960969-10-2019,1818
0,0,Caroline Edwards,01-01-2016,1,01-01-2016,980824-1-2016,Dining,980824-1-2016,1568
0,0,Nicole Anderson,01-11-2018,11,01-01-2018,315552-11-2018,Books,315552-11-2018,1879
43,254,Arthur Armstrong,01-02-2015,2,01-01-2015,591038-2-2015,Books,591038-2-2015,1604
0,0,Dominik Bennett,01-04-2017,4,01-01-2017,935901-4-2017,Books,935901-4-2017,1500
0,0,Adison Payne,01-07-2016,7,01-01-2016,539923-7-2016,Dining,539923-7-2016,1626
0,0,Penelope Bailey,01-03-2019,3,01-01-2019,806896-3-2019,Dining,806896-3-2019,1929
0,0,Abraham Taylor,01-03-2017,3,01-01-2017,231162-3-2017,Health,231162-3-2017,1924
0,0,Leonardo Bailey,01-05-2019,5,01-01-2019,398491-5-2019,Books,398491-5-2019,2066
0,0,Stuart Nelson,01-09-2017,9,01-01-2017,112694-9-2017,Dining,112694-9-2017,2078
0,0,Anna Armstrong,01-06-2019,6,01-01-2019,806474-6-2019,Apparel,806474-6-2019,1605
0,0,Cooper Robert,01-03-2016,3,01-01-2016,546918-3-2016,Books,546918-3-2016,2113
75,462,Oliver Morris,01-11-2015,11,01-01-2015,456498-11-2015,Dining,456498-11-2015,1802
0,0,Mason Sam,01-06-2019,6,01-01-2019,382177-6-2019,Departmental,382177-6-2019,2002
0,0,Spike Craig,01-11-2018,11,01-01-2018,236928-11-2018,Health,236928-11-2018,2044
38,488,Alan Thomas,01-12-2015,12,01-01-2015,467900-12-2015,Accessories,467900-12-2015,2103
0,0,Rubie Allen,01-08-2016,8,01-01-2016,290140-8-2016,Apparel,290140-8-2016,1916
0,0,Oscar Ferguson,01-11-2016,11,01-01-2016,719407-11-2016,Dining,719407-11-2016,2056
0,0,Andrew Higgins,01-05-2018,5,01-01-2018,607408-5-2018,Books,607408-5-2018,1958
0,0,Brad Taylor,01-02-2016,2,01-01-2016,402856-2-2016,Accessories,402856-2-2016,2019
0,0,Steven Walker,01-03-2017,3,01-01-2017,199184-3-2017,Travel,199184-3-2017,1694
